date,XLE,XLU,XLK,XLB,XLP,XLY,XLI,XLV,XLF,TLT
2018-11-28,51.09690856933594,46.78910827636719,64.4039535522461,48.74567794799805,48.85300827026367,102.4488754272461,65.66803741455078,85.8774185180664,24.38050842285156,101.97614288330078
2018-11-29,51.43080520629883,46.77203369140625,63.778507232666016,49.097198486328125,48.93178176879883,101.97330474853516,65.7046127319336,86.16169738769531,24.173288345336918,102.3770980834961
2018-11-30,51.33762741088867,47.463623046875,64.38502502441406,49.22339630126953,49.24690628051758,102.7152099609375,66.3448257446289,87.91316986083984,24.29942321777344,102.76021575927734
2018-12-03,52.47916030883789,47.94175720214844,65.80654907226562,50.08870315551758,49.29068756103516,104.63652801513672,67.11309814453125,87.4913330078125,24.45259475708008,103.48985290527344
2018-12-04,50.9726448059082,47.97591018676758,63.31413269042969,48.601444244384766,48.45909881591797,100.86996459960938,64.25955200195312,85.53813934326172,23.38943672180176,105.2224578857422
2018-12-05,50.9726448059082,47.97591018676758,63.31413269042969,48.601444244384766,48.45909881591797,100.86996459960938,64.25955200195312,85.53813934326172,23.38943672180176,105.2224578857422
2018-12-06,50.03302764892578,48.02713394165039,63.456302642822266,47.94346618652344,48.51161575317383,101.35504913330078,63.90287780761719,85.2171859741211,23.065080642700195,105.55290222167967
2018-12-07,49.75347137451172,48.20643615722656,61.21979141235352,46.78971481323242,47.89889144897461,98.32085418701172,62.219993591308594,83.04387664794922,22.62360382080078,105.74937438964844
2018-12-10,48.97691345214844,48.30036544799805,62.06321716308594,46.9159049987793,47.89889144897461,98.39695739746094,62.375484466552734,83.3648452758789,22.308258056640625,106.18698120117188
2018-12-11,48.992462158203125,48.496726989746094,62.13903045654297,46.76266860961914,48.29279327392578,98.43499755859376,62.0096549987793,83.62161254882812,22.092023849487305,106.16910552978516
2018-12-12,49.18658828735352,48.18935775756836,62.622352600097656,47.16830062866211,48.23151397705078,99.47176361083984,62.357181549072266,84.33686828613281,22.218158721923828,105.69579315185548
